ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición
17606,simple,MCR3,Fisher Price Montable,0,0,visible,,"Precio de comparación $700 Montable, Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,700,,280,A Jugar > Montables y correpasillos Bebé,"Montable, Polanco, Ver todo de a jugar",,"https://entrepequestienda.com/wp-content/uploads/2021/11/MCR3P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MCR31P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MCR32P.jpg",,,,,,,,,0
17607,simple,MCR4,Montable Brio,0,0,visible,,"Precio de comparación $1000 Montable, Brio, Seminuevo detalles de uso, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,1000,,450,A Jugar > Montables y correpasillos Bebé,"Montable, Polanco, Ver todo de a jugar",,"https://entrepequestienda.com/wp-content/uploads/2021/11/MCR4P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MCR41P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MCR42P.jpg",,,,,,,,,0
17608,simple,MCR5,Montable y Correpasillos Vtech,0,0,visible,,"Precio de comparación $1300 Montable y correpasillos, General, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,1300,,580,A Jugar > Montables y correpasillos Bebé,"Montable y correpasillos, Polanco, Ver todo de a jugar",,"https://entrepequestienda.com/wp-content/uploads/2021/11/MCR51P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MCR52P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MCR53P.jpg",,,,,,,,,0
17611,simple,CYM3,Chicco Colecho Next 2 me,1,0,visible,,"Precio de comparación $5000 Colecho, Chicco, Seminuevo sin detalle,",,,taxable,,1,1,,0,0,,,,,0,5000,,2490,A dormir > Colechos y Moisés,"Colecho, Polanco, Ver todo de a dormir",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CYM3P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CYM31P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CYM32P.jpg",,,,,,,,,0
17613,simple,CYM5,Chicco Colecho Sin Cinturones,1,0,visible,,"Precio de comparación $3400 Colecho, Chicco, Seminuevo con detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,3400,,1890,A dormir > Colechos y Moisés,"Colecho, Polanco, Ver todo de a dormir",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CYM5P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CYM51P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CYM52P.jpg",,,,,,,,,0
17615,simple,CDM3,Cuna Moises con colchon,1,0,visible,,"Precio de comparación $5000 7 meses, General, Seminuevo sin detalle,",,,taxable,,1,1,,0,0,,,,,0,5000,,2500,A dormir > Cunas de madera,"Moisés 7 meses, Polanco, Ver todo de a dormir",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CDM3P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CDM31P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CDM32P.jpg",,,,,,,,,0
17623,simple,GYT4,Gimnasio Yookido,1,0,visible,,"Precio de comparación $3200 2 en 1, General, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,3200,,1440,A Jugar > Gimnasios y tapetes,"2 en 1, Polanco, Ver todo de a jugar",,"https://entrepequestienda.com/wp-content/uploads/2021/11/GYT4P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/GYT41P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/GYT42P.jpg",,,,,,,,,0
17624,simple,GYT5,Gimnasio Disney Baby Mr. Ray Ocean Lights,1,0,visible,,"Precio de comparación $3200 2 en 1, General, Seminuevo con detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,3200,,1125,A Jugar > Gimnasios y tapetes,"2 en 1, Polanco, Ver todo de a jugar",,"https://entrepequestienda.com/wp-content/uploads/2021/11/GYT5P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/GYT51P.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/GYT52P.jpg",,,,,,,,,0
17629,simple,CAR5A,Stokke Sin portabebé,0,0,visible,,"Precio de comparación $26360 Tradicional, Sin portabebé, Stokke, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,26360,,11990,A pasear > Carriolas,"Anzures, Sin Portabebé, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CAR5A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CAR51A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CAR52A.jpg",,,,,,,,,0
17631,simple,CAR7A,Chicco Doble,1,0,visible,,"Precio de comparación $10299 Gemelar Vertical, Doble, Chicco, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,10299,,4375,A pasear > Carriolas,"Anzures, Doble, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CAR7A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CAR71A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CAR72A.jpg",,,,,,,,,0
17632,simple,AUT3A,Chicco Autoasientos 9-18 a 30 kg,1,0,visible,,"Precio de comparación $6299 Ajustable alturas, Autoasientos 9-18 a 30 kg, Chicco, Seminuevo con detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,6299,,2950,A pasear > Autoasientos,"Anzures, Autoasientos 9-18 a 30 Kg, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/AUT3A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/AUT31A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/AUT32A.jpg",,,,,,,,,0
17634,simple,AUT5A,Chicco Portabebé 0-13 kg,1,0,visible,,"Precio de comparación $5200 No ajustable alturas, Portabebé 0-13 kg , Chicco, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,5200,,3250,A pasear > Autoasientos,"Anzures, Portabebé 0-13 kg, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/AUT5A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/AUT51A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/AUT52A.jpg",,,,,,,,,0
17636,simple,AUT7A,Britax Portabebé 0-13 kg,1,0,visible,,"Precio de comparación $5000 No ajustable alturas, Portabebé 0-13 kg , Britax, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,5000,,2190,A pasear > Autoasientos,"Anzures, Portabebé 0-13 kg, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/AUT7A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/AUT71A.jpg",,,,,,,,,0
17638,simple,DIS4A,General 6-7 años,1,0,visible,,"Precio de comparación $556 6-7 años, General, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,556,,195,A Jugar > Disfraces,"6-7 años, Anzures, Ver todo de a jugar",,https://entrepequestienda.com/wp-content/uploads/2021/11/DIS4A.jpg,,,,,,,,,0
17640,simple,DIS6A,General 2-3 años,1,0,visible,,"Precio de comparación $416 2-3 años, General, Nuevo, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,416,,250,A Jugar > Disfraces,"2-3 años, Anzures, Ver todo de a jugar",,https://entrepequestienda.com/wp-content/uploads/2021/11/DIS6A.jpg,,,,,,,,,0
17649,simple,CYM8A,Fisher Price Moisés,1,0,visible,,"Precio de comparación $1800 Moisés , Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,1800,,865,A dormir > Colechos y Moisés,"Anzures, Moisés, Ver todo de a dormir",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CYM8A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CYM81A.jpg",,,,,,,,,0
17651,simple,SPC3A,Peg Perego Silla alta,1,0,visible,,"Precio de comparación $6800 Silla alta, Peg Perego, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,6800,,3575,En casa > Hogar > Sillas para comer,"Anzures, Silla alta, Ver todo de en casa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/SPC3A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/SPC31A.jpg",,,,,,,,,0
17655,simple,SPC7A,Bumbo Portátil fijar en silla,1,0,visible,,"Precio de comparación $2390 Portátil fijar en silla, Bumbo, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,2390,,1250,En casa > Hogar > Sillas para comer,"Anzures, Portátil fijar en silla, Ver todo de en casa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/SPC7A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/SPC71A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/SPC72A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/SPC73A.jpg",,,,,,,,,0
17656,simple,MDE3A,Power Wheels Eléctrico,1,0,visible,,"Precio de comparación $6500 Eléctrico, Power Wheels, Seminuevo con detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,6500,2953.665,3250,A pasear > Montables de exterior,"Anzures, Eléctrico, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/MDE3A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDE31A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDE32A.jpg",,,,,,,,,0
17657,simple,MDE4A,Step2 Empuje,1,0,visible,,"Precio de comparación $4500 Empuje, Step2, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,4500,,2250,A pasear > Montables de exterior,"Anzures, Empuje, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/MDE4A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDE41A.jpg",,,,,,,,,0
17658,simple,MDE5A,Power Wheels Eléctrico,1,0,visible,,"Precio de comparación $3700 Eléctrico, Power Wheels, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,3700,,1850,A pasear > Montables de exterior,"Anzures, Eléctrico, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/MDE5A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDE51A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDE52A.jpg",,,,,,,,,0
17667,simple,JUG9A,Fisher Price 0-1 año,1,0,visible,,"Precio de comparación $250 0-1 año, Fisher Price, Nuevo, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,250,,195,A Jugar > Juguetes,"0-1 año, Anzures, Ver todo de a jugar",,https://entrepequestienda.com/wp-content/uploads/2021/11/JUG9A.jpg,,,,,,,,,0
17671,simple,JGG5A,Step2 Mesa con sillas,1,0,visible,,"Precio de comparación $3250 Mesa con sillas, Step2, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,3250,,1495,A Jugar > Juegos grandes,"Anzures, Mesa con sillas, Ver todo de a jugar",,"https://entrepequestienda.com/wp-content/uploads/2021/11/JGG5A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/JGG51A.jpg",,,,,,,,,0
17681,simple,TYB5A,Apache Triciclo Grande,1,0,visible,,"Precio de comparación $1100 Triciclo Grande, Apache, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,1100,,575,A pasear > Triciclos y bicicletas,"Anzures, Triciclo Grande, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/TYB5A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/TYB51A.jpg",,,,,,,,,0
17682,simple,TYB6A,Apache Triciclo Grande,1,0,visible,,"Precio de comparación $1500 Triciclo Grande, Apache, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,1500,,750,A pasear > Triciclos y bicicletas,"Anzures, Triciclo Grande, Ver todo de a pasear",,"https://entrepequestienda.com/wp-content/uploads/2021/11/TYB6A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/TYB61A.jpg",,,,,,,,,0
17685,simple,AND4A,Chicco Plegable,1,0,visible,,"Precio de comparación $2500 Plegable, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,2500,,1250,A Jugar > Andaderas,"Anzures, Plegable, Ver todo de a jugar",,https://entrepequestienda.com/wp-content/uploads/2021/11/AND4A.jpg,,,,,,,,,0
17689,simple,CMN4A,Converse 3-4a 15.5-16cm,1,0,visible,,"Precio de comparación $510 3-4a 15.5-16cm, Converse, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,510,,170,Ropa > Calzado Niña,"Anzures, Calzado de 2-3 años, Ver todo de ropa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CMN4A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CMN41A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CMN42A.jpg",,,,,,,,,0
17690,simple,CMN5A,Levi´s 18-24m 13.5-14cm,1,0,visible,,"Precio de comparación $675 18-24m 13.5-14cm, Levi´s, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,675,,225,Ropa > Calzado Niña,"Anzures, Calzado de 2-3 años, Ver todo de ropa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CMN5A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CMN51A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CMN52A.jpg",,,,,,,,,0
17691,simple,CHN3A,Dogi 6-9m 10.5-11cm,1,0,visible,,"Precio de comparación $420 6-9m 10.5-11cm, Dogi, Nuevo, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,420,,250,Ropa > Calzado Niño,"Anzures, Calzado 0 -9 meses, Ver todo de ropa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CHN3A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CHN31A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CHN32A.jpg",,,,,,,,,0
17692,simple,CHN4A,Adidas 3-4a 15.5-16cm,1,0,visible,,"Precio de comparación $510 3-4a 15.5-16cm, Adidas, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,510,,170,Ropa > Calzado Niño,"Anzures, Calzado 2-3 años, Ver todo de ropa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CHN4A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CHN41A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CHN42A.jpg",,,,,,,,,0
17693,simple,CHN5A,Chabelo 7-8a 19.5-20cm,1,0,visible,,"Precio de comparación $825 7-8a 19.5-20cm, Chabelo, Nuevo, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,825,,320,Ropa > Calzado Niño,"Anzures, Calzado +8 años, Ver todo de ropa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/CHN5A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CHN51A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/CHN52A.jpg",,,,,,,,,0
17694,simple,HCC3A,Carters 0-3 meses,1,0,visible,,"Precio de comparación $270 0-3 meses, Carters, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,270,,80,Ropa > Niño cuerpo completo,"Anzures, Niño 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/HCC3A.jpg,,,,,,,,,0
17695,simple,HCC4A,NFL 0-3 meses,1,0,visible,,"Precio de comparación $270 0-3 meses, NFL, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,270,,90,Ropa > Niño cuerpo completo,"Anzures, Niño 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/HCC4A.jpg,,,,,,,,,0
17696,simple,HCC5A,Carters 9 meses,1,0,visible,,"Precio de comparación $270 9 meses, Carters, Seminuevo sin detalle, , Sin notas",,,taxable,,0,0,,0,0,,,,,0,270,,90,Ropa > Niño cuerpo completo,"Anzures, Niño 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/HCC5A.jpg,,,,,,,,,0
17697,simple,MCC3A,Jacadi 2 años,1,0,visible,,"Precio de comparación $360 2 años, Jacadi, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,360,,120,Ropa > Niña cuerpo completo,"Anzures, Niña 18 -24 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/MCC3A.jpg,,,,,,,,,0
17698,simple,HAC3A,Janie and Jack 4 años,1,0,visible,,"Precio de comparación $420 4 años, Janie and Jack, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,420,,185,Ropa > Niño arriba de cintura,"Anzures, De niño 3 y 4 años, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/HAC3A.jpg,,,,,,,,,0
17699,simple,HAC4A,Polo Club 2 años,1,0,visible,,"Precio de comparación $345 2 años, Polo Club, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,345,,115,Ropa > Niño arriba de cintura,"Anzures, De niño 18 -24 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/HAC4A.jpg,,,,,,,,,0
17700,simple,MBC3A,Place 1989 6 meses,1,0,visible,,"Precio de comparación $330 6 meses, Place 1989, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,330,,110,Ropa > Niña abajo de cintura,"Anzures, Niña de 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/MBC3A.jpg,,,,,,,,,0
17701,simple,MBC4A,Baby Colors 0-3 meses,1,0,visible,,"Precio de comparación $135 0-3 meses, Baby Colors, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,135,,45,Ropa > Niña abajo de cintura,"Anzures, Niña de 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/MBC4A.jpg,,,,,,,,,0
17702,simple,MBC5A,H&M 9 meses,1,0,visible,,"Precio de comparación $225 9 meses, H&M, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,225,,75,Ropa > Niña abajo de cintura,"Anzures, Niña de 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/MBC5A.jpg,,,,,,,,,0
17703,simple,MAC3A,Zara 9 meses,1,0,visible,,"Precio de comparación $255 9 meses, Zara, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,255,,85,Ropa > Niña arriba de cintura,"Anzures, De niña 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/MAC3A.jpg,,,,,,,,,0
17704,simple,MAC4A,Benneton 0-3 meses,1,0,visible,,"Precio de comparación $290 0-3 meses, Benneton, Nuevo, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,290,,145,Ropa > Niña arriba de cintura,"Anzures, De niña 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/MAC4A.jpg,,,,,,,,,0
17706,simple,HBC4A,Janie and Jack 2 años,1,0,visible,,"Precio de comparación $300 2 años, Janie and Jack, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,300,,150,Ropa > Niño abajo de cintura,"Anzures, Niño de 18 -24 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/HBC4A.jpg,,,,,,,,,0
17708,simple,MCC4A,Place 1989 9 meses,1,0,visible,,"Precio de comparación $270 9 meses, Place 1989, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,270,,90,Ropa > Niña cuerpo completo,"Anzures, Niña 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/MCC4A.jpg,,,,,,,,,0
17709,simple,MCC5A,Carters 6 meses,1,0,visible,,"Precio de comparación $270 6 meses, Carters, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,270,,90,Ropa > Niña cuerpo completo,"Anzures, Niña 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/MCC5A.jpg,,,,,,,,,0
17710,simple,MCC6A,Carters 0-3 meses,1,0,visible,,"Precio de comparación $270 0-3 meses, Carters, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,270,,90,Ropa > Niña cuerpo completo,"Anzures, Niña 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/MCC6A.jpg,,,,,,,,,0
17711,simple,HCC6A,Carters 9 meses,1,0,visible,,"Precio de comparación $270 9 meses, Carters, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,270,,90,Ropa > Niño cuerpo completo,"Anzures, Niño 0-12 meses, Ver todo de ropa",,https://entrepequestienda.com/wp-content/uploads/2021/11/HCC6A.jpg,,,,,,,,,0
17714,simple,MDA4A,Fisher Price Luz y sonido,1,0,visible,,"Precio de comparación $730 Luz y sonido, Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,730,,325,A Jugar > Mesa de actividades,"Anzures, Luz y sonido, Ver todo de a jugar",,"https://entrepequestienda.com/wp-content/uploads/2021/11/MDA4A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDA41A.jpg",,,,,,,,,0
17715,simple,MDA5A,Vtech Luz y sonido,1,0,visible,,"Precio de comparación $1100 Luz y sonido, Vtech, Seminuevo con detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,1100,,495,A Jugar > Mesa de actividades,"Anzures, Luz y sonido, Ver todo de a jugar",,"https://entrepequestienda.com/wp-content/uploads/2021/11/MDA5A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDA51A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDA52A.jpg",,,,,,,,,0
17716,simple,MDA6A,Fisher Price Luz y sonido,1,0,visible,,"Precio de comparación $1250 Luz y sonido, Fisher Price, Seminuevo con detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,1250,539.055,550,A Jugar > Mesa de actividades,"Anzures, Luz y sonido, Ver todo de a jugar",,"https://entrepequestienda.com/wp-content/uploads/2021/11/MDA6A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDA61A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/MDA62A.jpg",,,,,,,,,0
17719,simple,LYR3A,Enciclopedia Niños,1,0,visible,,"Precio de comparación $250 Niños , Enciclopedia, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,250,,90,A Jugar > Libros y rompecabezas,"Anzures, Niños, Ver todo de a jugar",,https://entrepequestienda.com/wp-content/uploads/2021/11/LYR3A.jpg,,,,,,,,,0
17720,simple,LYR4A,Enciclopedia Niños,1,0,visible,,"Precio de comparación $250 Niños , Enciclopedia, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,250,,90,A Jugar > Libros y rompecabezas,"Anzures, Niños, Ver todo de a jugar",,https://entrepequestienda.com/wp-content/uploads/2021/11/LYR4A.jpg,,,,,,,,,0
17727,simple,BRI4A,D´Bebe Base luz y sonido,1,0,visible,,"Precio de comparación $1800 Base luz y sonido, D´Bebe, Nuevo, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,1800,,1530,En casa > Hogar > Brincolines,"Anzures, Base luz y sonido, Ver todo de en casa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/BRI4A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/BRI41A.jpg",,,,,,,,,0
17730,simple,BAN3A,Prinsel Con base y cambiador,1,0,visible,,"Precio de comparación $2200 Con base y cambiador, Prinsel, Seminuevo con detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,2200,952.6572,990,En casa > Baño > Bañeras,"Anzures, Con base y cambiador, Ver todo de en casa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/BAN3A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/BAN31A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/BAN32A.jpg",,,,,,,,,0
17732,simple,BAN5A,Prinsel Tina,1,0,visible,,"Precio de comparación $520 Tina, Prinsel, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,520,,230,En casa > Baño > Bañeras,"Anzures, Tina, Ver todo de en casa",,https://entrepequestienda.com/wp-content/uploads/2021/11/BAN5A.jpg,,,,,,,,,0
17733,simple,ADA3A,Infanti  Mordederas,1,0,visible,,"Precio de comparación $125 Mordederas, Infanti , Nuevo, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,125,,116,A comer > Accesorios de alimentación,"Anzures, Mordederas, Ver todo de a comer",,https://entrepequestienda.com/wp-content/uploads/2021/11/ADA3A.jpg,,,,,,,,,0
17734,simple,ADA4A,Infanti  Mordederas,1,0,visible,,"Precio de comparación $125 Mordederas, Infanti , Nuevo, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,125,,116,A comer > Accesorios de alimentación,"Anzures, Mordederas, Ver todo de a comer",,https://entrepequestienda.com/wp-content/uploads/2021/11/ADA4A.jpg,,,,,,,,,0
17735,simple,ADA5A,Infanti  Mordederas,1,0,visible,,"Precio de comparación $69 Mordederas, Infanti , Nuevo, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,69,,65,A comer > Accesorios de alimentación,"Anzures, Mordederas, Ver todo de a comer",,https://entrepequestienda.com/wp-content/uploads/2021/11/ADA5A.jpg,,,,,,,,,0
17736,simple,HYA3A,Playtex Bote pañalero,1,0,visible,,"Precio de comparación $1500 Bote pañalero, Playtex, Seminuevo sin detalle, , Sin notas",,,taxable,,0,0,,0,0,,,,,0,1500,,750,En casa > Baño > Higiene y accesorios,"Anzures, Bote pañalero, Ver todo de en casa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/HYA3A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/HYA31A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/HYA32A.jpg",,,,,,,,,0
17737,simple,HYA4A,Fisher Price Entrenador sencillo,1,0,visible,,"Precio de comparación $439 Entrenador sencillo, Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,,,,,0,439,,170,En casa > Baño > Higiene y accesorios,"Anzures, Entrenador sencillo, Ver todo de en casa",,"https://entrepequestienda.com/wp-content/uploads/2021/11/HYA4A.jpg, https://entrepequestienda.com/wp-content/uploads/2021/11/HYA41A.jpg",,,,,,,,,0
